caseid,ftobama,ftblack,ftwhite,fthisp,ftgay,fttrump,fthrc,ftcruz,ftsanders,ftpolice,ftfem,fttrans,ftmuslim,ftsci,reg,demcand,repcand,vote16dt,presjob,lazyb,lazyw,lazyh,lazym,violentb,violentw,violenth,violentm,econnow
1,100,100,100,100,96,1,76,0,84,51,62,97,20,100,1,1,6,1,1,5,5,5,5,5,5,5,5,2
2,39,6,74,6,75,28,52,10,13,65,53,49,22,91,2,1,1,9,3,1,3,3,2,2,3,3,1,4
3,1,50,50,50,16,100,1,95,2,85,2,1,5,61,1,5,9,9,7,3,3,5,5,3,4,4,1,5
4,89,61,64,61,62,0,69,0,71,56,60,73,61,96,1,1,11,9,2,4,4,5,5,4,4,4,4,2
5,1,61,58,71,55,13,1,99,13,89,31,62,22,40,1,5,4,9,7,3,3,3,3,2,3,3,1,4
6,0,50,51,51,46,61,1,61,11,55,0,41,11,71,1,2,7,9,7,4,5,5,5,4,5,5,1,4
7,73,100,70,100,100,5,60,0,100,34,100,100,100,100,1,3,7,9,2,5,4,5,5,5,3,5,5,2
8,0,70,70,69,49,85,0,66,40,85,45,49,40,76,1,2,9,2,7,3,3,3,3,5,5,4,4,3
9,12,50,50,50,5,70,3,97,31,80,21,5,12,50,1,5,4,9,7,5,5,5,5,2,4,3,2,4
10,87,75,90,51,85,5,87,3,97,60,61,61,72,91,1,3,6,1,2,3,3,5,5,3,3,3,3,2
11,32,53,52,54,52,74,6,87,51,97,34,52,43,98,1,5,4,2,7,5,5,5,5,5,5,5,5,4
12,10,80,80,80,70,95,10,76,10,90,50,51,50,90,1,4,9,9,7,5,5,5,5,4,4,4,3,3
13,70,88,90,90,86,39,49,11,90,91,80,86,81,91,1,3,11,9,2,2,2,2,2,4,4,4,4,2
14,80,67,74,57,27,82,3,99,41,99,22,42,53,1,1,4,4,9,7,4,4,4,5,5,5,5,2,5
15,4,99,99,87,98,91,1,79,1,99,54,86,2,70,1,5,2,2,7,5,5,5,1,5,5,5,1,4
16,0,74,63,65,49,51,0,41,10,66,49,49,61,76,3,4,7,9,7,4,4,4,4,3,4,4,3,4
17,66,63,58,54,64,51,79,68,77,48,69,69,61,43,1,1,4,2,1,5,5,5,5,5,5,5,5,2
18,100,80,81,80,90,59,79,0,100,89,88,90,60,100,1,3,6,1,2,3,3,3,3,3,3,3,3,3
19,0,100,95,100,50,86,0,100,0,100,0,50,15,100,1,5,4,9,7,5,5,5,5,5,5,5,3,4
20,96,92,94,92,84,1,87,2,81,63,94,76,60,94,1,1,11,9,2,4,4,4,4,4,4,4,4,2
21,99,95,81,100,100,2,94,3,61,74,89,94,100,96,1,1,1,9,1,5,4,5,5,5,5,5,5,1
22,12,71,71,45,2,13,2,69,90,41,51,2,1,81,1,3,2,9,6,5,5,5,2,5,4,5,1,5
23,75,61,51,51,70,1,65,1,85,41,60,51,50,91,1,3,6,1,3,5,5,5,5,4,4,4,4,2
24,91,84,87,91,82,8,68,8,89,52,98,99,79,82,1,3,11,1,1,5,5,5,5,5,5,5,5,3
25,66,39,58,53,48,2,53,4,69,54,49,50,46,86,1,3,6,1,2,3,5,5,5,3,5,4,3,3
26,39,79,80,86,61,33,50,48,38,85,55,54,63,73,1,1,8,9,5,4,4,4,4,4,4,4,4,4
27,1,50,50,51,51,72,0,15,0,88,29,52,51,87,1,5,8,9,7,4,4,5,4,3,3,3,3,4
28,70,56,88,90,51,1,41,1,100,57,94,51,77,84,1,3,11,9,3,5,5,5,5,5,5,5,5,3
29,80,64,75,45,50,1,70,1,99,46,80,50,64,69,1,3,11,9,2,5,5,5,5,4,5,5,4,2
30,100,58,56,55,50,16,85,16,83,89,71,52,53,82,1,1,11,1,1,5,5,5,5,5,5,5,5,2
31,100,54,51,51,51,18,92,8,89,27,51,49,50,91,1,1,11,9,1,5,1,5,5,5,1,5,5,1
32,63,88,62,77,70,1,21,5,98,31,93,70,72,91,1,3,11,9,3,4,4,4,5,4,2,4,4,4
33,3,51,99,20,50,51,1,60,1,100,3,50,6,20,2,5,11,9,7,3,3,3,3,3,4,3,2,4
34,1,50,53,52,32,31,0,87,4,84,3,4,6,50,1,5,5,9,7,8,8,8,8,8,8,8,1,3
35,69,60,63,71,68,2,77,6,62,70,69,50,58,81,1,1,6,1,2,5,5,5,5,5,5,5,5,2
36,82,70,85,66,57,1,93,0,96,78,82,53,59,94,1,3,11,1,2,5,5,5,5,5,5,5,5,2
37,76,81,69,67,81,2,100,1,1,62,51,86,80,82,1,1,11,1,2,5,5,5,5,5,5,5,5,2
38,80,80,81,74,80,20,52,5,71,31,70,80,11,91,2,3,7,4,2,5,5,5,5,5,5,5,3,2
39,10,60,60,60,50,88,7,41,20,90,50,51,31,69,1,4,6,9,7,5,5,5,5,5,5,5,5,3
40,0,71,67,66,1,70,9,63,6,88,14,38,1,31,1,2,2,9,7,3,2,4,3,3,3,3,1,5
41,79,67,81,85,5,69,94,20,56,97,52,3,13,80,1,1,9,1,2,3,4,4,4,4,4,4,2,3
42,81,100,100,100,100,0,94,0,84,100,100,100,100,100,1,1,11,9,2,5,5,5,5,5,5,5,5,2
43,5,60,55,55,40,65,10,75,10,80,32,40,20,65,1,5,4,9,7,4,3,4,3,2,2,2,3,4
44,95,62,99,31,1,1,99,40,90,100,96,0,100,95,1,1,4,9,1,2,2,2,2,2,2,2,2,1
45,80,95,99,99,80,5,100,1,100,70,100,62,80,90,1,1,6,9,2,5,5,5,5,5,5,5,5,3
46,0,19,10,71,3,13,0,18,1,50,7,39,0,49,1,3,11,2,7,4,4,4,4,4,4,4,4,5
47,13,9,100,7,7,7,98,44,50,46,98,5,9,98,1,1,1,9,7,2,4,1,1,1,3,1,1,4
48,41,62,66,59,88,6,3,44,47,60,64,50,56,60,1,3,7,9,5,4,5,4,4,3,4,4,4,3
49,100,97,94,100,97,1,83,3,100,52,99,94,99,98,1,3,11,9,1,5,4,5,5,4,3,5,4,2
50,0,59,75,54,50,46,1,85,10,70,6,50,0,10,1,4,4,9,7,3,5,4,3,2,5,2,1,4
51,62,52,72,39,83,12,98,30,16,53,82,78,31,63,1,1,11,9,4,4,4,4,4,2,4,4,2,3
52,95,69,51,50,51,4,75,1,95,48,93,52,51,100,1,3,6,1,1,5,5,5,5,4,3,4,4,3
53,15,41,50,50,40,60,10,16,21,71,22,30,40,70,1,4,3,2,7,5,5,5,5,5,5,5,5,4
54,80,91,91,91,97,0,99,0,64,51,65,94,88,94,1,1,11,1,3,5,5,5,5,5,5,5,5,3
55,2,50,59,50,6,92,3,50,42,65,47,3,29,50,1,5,9,2,7,1,4,4,4,1,3,3,1,4
56,72,84,84,76,81,1,31,1,86,57,46,75,75,95,1,3,11,9,3,4,4,4,5,3,3,4,4,2
57,0,41,84,40,61,100,1,91,4,36,54,71,1,31,1,2,9,9,7,3,5,4,2,2,5,3,1,4
58,97,86,87,88,94,3,99,7,91,94,41,88,69,98,1,1,10,1,2,3,3,3,3,3,3,3,3,2
59,10,49,100,71,52,3,2,39,28,96,18,52,22,92,1,3,7,9,6,3,4,5,4,3,4,4,3,3
60,57,50,54,58,42,0,1,1,54,85,4,6,50,90,1,2,6,9,5,5,5,5,5,5,5,5,5,3
61,0,100,100,100,100,0,0,100,0,100,0,100,100,0,1,4,10,2,7,5,5,5,5,5,5,5,5,5
62,84,71,98,91,71,0,16,53,50,85,98,36,66,97,1,2,2,9,2,3,3,3,3,4,5,5,4,2
63,95,81,71,88,89,0,78,2,100,52,84,75,90,100,1,3,6,1,1,5,5,5,5,5,5,5,5,1
64,15,50,50,50,50,45,10,85,20,60,20,45,35,70,1,5,8,9,6,5,5,5,5,5,5,5,4,4
65,100,100,5,100,100,0,100,0,100,0,100,100,100,100,1,3,10,9,1,5,1,5,5,5,1,5,5,1
66,73,66,65,63,66,0,61,9,70,59,67,66,65,78,1,2,6,9,2,5,5,5,5,5,5,5,5,3
67,24,50,37,85,57,6,54,7,81,5,57,51,29,100,1,3,8,1,6,2,3,4,4,2,3,4,1,4
68,100,75,80,75,100,0,95,0,100,75,95,100,75,100,1,3,11,9,2,5,5,5,5,5,5,5,5,2
69,1,51,51,45,3,49,1,69,3,59,2,3,8,20,1,5,2,2,7,2,3,3,2,2,4,2,2,4
70,0,100,100,100,100,95,0,46,0,50,100,100,0,100,1,5,9,2,7,5,5,5,5,3,3,3,2,5
71,32,51,50,50,51,71,2,50,41,60,31,50,50,90,1,5,9,9,6,5,5,5,5,5,5,5,5,4
72,100,93,84,97,100,6,93,6,97,14,95,92,94,100,1,1,11,1,1,5,5,5,5,5,5,5,5,2
73,74,22,99,48,21,6,78,0,100,1,16,20,3,85,1,3,7,9,3,4,5,5,1,2,3,3,1,4
74,4,50,72,27,5,95,4,46,28,99,55,3,4,80,1,5,9,2,7,2,4,3,3,2,3,3,1,4
75,53,46,47,47,56,1,61,13,57,97,32,63,51,51,1,1,6,1,2,3,4,4,4,4,4,4,4,1
76,3,50,91,88,0,99,1,18,0,66,0,1,49,93,1,5,9,2,7,2,3,3,5,3,3,3,3,3
77,99,75,80,85,85,1,95,17,86,80,86,80,60,90,1,1,11,1,1,5,5,5,5,5,5,5,5,2
78,0,50,50,50,50,80,0,91,10,90,10,50,50,70,1,5,4,9,7,5,5,5,5,4,5,5,3,4
79,1,62,62,71,41,97,0,96,0,95,0,1,0,41,1,5,4,9,7,2,4,5,1,4,4,3,2,5
80,5,99,99,99,51,60,7,99,51,99,29,51,51,99,1,3,9,9,7,4,4,4,4,4,4,4,4,4
81,3,70,72,72,100,100,1,61,30,88,51,100,71,998,1,3,9,9,7,5,5,5,5,4,5,5,4,5
82,44,56,51,51,8,10,56,52,49,35,54,59,52,33,2,5,11,1,3,2,3,5,5,3,4,5,3,4
83,100,90,90,90,51,2,100,3,100,86,93,50,50,91,1,1,11,9,1,5,5,5,5,3,3,3,3,2
84,66,88,50,88,88,11,47,5,50,75,87,64,3,76,1,1,11,9,3,5,5,5,5,4,4,4,4,3
85,55,60,75,71,74,69,59,40,92,32,81,50,52,90,1,3,7,9,3,3,3,5,4,4,4,5,4,4
86,1,50,50,70,21,31,2,80,29,70,10,12,50,71,1,5,4,9,7,3,4,4,4,3,4,4,2,4
87,70,50,50,61,80,0,12,0,100,56,96,50,90,96,1,3,11,9,2,4,1,5,5,4,4,4,4,3
88,62,50,50,50,50,54,50,50,50,47,50,50,50,50,1,5,9,2,4,3,3,4,4,3,3,3,3,2
89,6,75,81,0,0,88,0,61,62,9,40,3,18,83,1,4,9,9,6,3,3,1,1,4,4,2,1,4
90,1,50,49,22,49,89,0,50,1,70,1,51,1,99,1,5,9,9,7,2,2,2,2,1,2,1,1,5
91,80,95,90,95,95,6,60,21,90,46,95,95,95,95,1,3,6,1,2,4,4,4,4,3,3,4,4,3
92,95,100,100,100,100,0,90,1,90,13,95,100,50,100,1,3,11,9,1,5,5,5,5,5,5,5,5,1
93,34,100,100,50,100,95,0,79,10,99,45,50,47,50,1,5,9,9,7,5,5,5,5,4,5,5,2,4
94,85,90,90,70,70,0,75,10,95,70,50,75,65,75,1,3,11,9,2,5,5,5,5,5,5,5,5,3
95,95,94,96,95,89,2,60,1,96,51,92,89,94,92,1,3,11,1,2,5,4,5,5,5,5,5,5,1
96,96,91,54,93,99,6,77,31,91,56,99,94,99,93,1,1,5,9,2,5,3,5,5,5,3,5,4,2
97,5,99,99,75,41,79,5,90,4,99,31,31,41,51,1,5,4,2,7,4,5,5,5,5,5,5,4,4
98,6,80,80,75,20,75,5,70,41,72,31,10,50,91,1,4,9,9,7,3,3,3,3,3,3,3,3,4
99,100,72,71,71,70,0,100,2,98,89,86,88,79,96,1,1,11,1,2,5,5,5,5,5,5,5,5,2
100,0,0,100,0,0,70,0,13,10,100,0,0,0,51,1,5,9,9,7,1,5,1,5,2,5,2,1,5
101,99,92,55,71,94,2,87,1,99,31,95,72,78,98,1,3,11,1,2,4,4,4,4,4,4,4,4,1
102,0,51,50,50,51,88,0,61,0,70,40,50,40,50,1,4,9,2,7,4,4,4,4,3,3,3,3,3
103,100,100,100,100,100,1,100,2,100,50,100,50,51,100,1,1,11,9,1,5,5,5,5,5,5,5,5,2
104,100,34,100,54,32,0,100,0,0,100,73,3,50,62,1,1,11,9,1,1,1,1,1,4,1,4,1,1
105,40,50,50,50,50,1,20,40,42,50,35,50,50,75,1,3,7,9,5,4,4,4,4,4,4,4,4,2
106,95,100,82,100,100,0,76,998,100,33,100,100,80,100,1,3,11,9,1,5,5,5,5,5,2,5,5,3
107,13,50,50,50,50,11,10,59,3,35,30,50,50,50,1,2,7,3,7,5,5,5,5,5,5,5,5,3
108,90,89,71,85,96,1,100,1,80,79,90,78,69,99,1,1,11,9,2,4,4,4,4,3,3,4,3,1
109,65,50,50,50,50,10,100,1,70,50,50,50,40,50,1,1,8,9,3,4,5,5,4,4,5,5,4,2
110,5,100,100,100,85,75,3,75,31,90,59,51,31,89,1,4,4,9,7,5,5,5,5,4,5,5,3,4
111,0,73,73,86,70,98,3,53,16,99,58,49,0,48,1,5,9,9,7,5,5,5,5,5,5,5,3,4
112,90,95,95,95,95,6,95,5,71,95,95,95,70,95,1,1,11,9,2,4,4,4,4,4,4,4,4,2
113,6,2,90,17,16,95,1,91,3,97,31,15,2,31,1,5,9,2,7,1,4,4,3,1,4,2,1,4
114,6,75,95,76,16,97,4,94,5,96,9,7,3,85,1,2,9,9,7,2,5,4,1,4,5,4,1,5
115,87,61,64,62,72,2,71,31,71,42,100,53,58,93,1,1,8,9,2,4,4,5,4,3,3,3,3,2
116,1,52,52,51,50,85,51,50,50,49,50,49,50,42,3,5,9,9,4,8,8,8,8,8,8,8,8,5
117,66,60,35,55,70,5,50,1,55,40,50,50,50,90,1,2,11,9,2,4,4,4,4,4,4,4,4,2
118,70,71,45,58,90,0,0,0,90,31,91,91,69,91,1,3,10,3,2,3,1,2,5,3,1,4,3,4
119,60,26,74,32,53,13,55,54,63,39,41,50,18,85,1,2,3,1,3,1,3,1,3,2,3,3,3,3
120,88,80,85,70,83,6,61,31,90,63,82,93,72,90,1,3,10,9,2,3,3,3,3,2,2,2,2,2
121,16,41,55,40,40,56,4,29,21,65,9,39,40,58,1,4,9,9,6,3,3,3,3,3,3,3,3,3
122,2,100,51,3,17,64,3,20,52,99,21,19,31,40,1,5,2,9,7,4,4,2,3,4,4,2,3,4
123,1,72,70,91,6,91,3,89,3,100,7,3,1,41,1,2,4,9,7,4,4,4,4,3,3,4,2,3
124,1,100,100,100,60,75,35,50,35,85,50,50,50,60,1,5,1,2,7,3,3,3,3,3,3,3,3,3
125,70,50,52,50,50,1,29,50,61,71,50,51,51,91,2,5,11,9,2,4,4,5,4,3,4,4,3,3
126,94,78,87,87,87,1,80,2,99,81,88,80,78,94,1,3,11,1,2,4,4,4,4,3,3,5,3,1
127,39,73,75,96,59,75,100,66,79,100,51,41,50,88,1,1,2,9,5,3,4,5,4,4,4,4,4,2
128,1,50,51,50,0,70,0,65,91,100,2,0,0,12,1,2,9,2,7,3,3,3,3,2,3,2,1,5
129,44,78,85,82,78,87,59,65,74,87,61,77,49,91,1,3,9,9,6,4,5,4,4,4,4,4,4,3
130,96,71,72,67,72,0,84,7,45,20,75,71,72,79,1,1,6,1,1,5,5,5,5,5,4,5,5,3
131,86,80,45,50,100,0,46,0,100,10,98,60,50,95,1,3,11,9,2,5,2,4,5,4,1,4,3,3
132,71,61,59,80,89,80,70,50,31,90,12,50,51,90,1,1,2,2,2,5,5,5,5,5,5,5,5,3
133,0,50,55,51,80,100,0,52,59,73,50,53,52,51,1,3,9,9,7,2,4,4,4,1,2,2,1,4
134,12,50,50,49,44,88,31,49,53,91,39,39,34,31,1,5,9,2,6,4,4,4,4,4,4,5,2,4
135,95,89,81,79,91,11,91,31,71,50,81,94,72,79,1,1,11,9,2,5,5,5,5,5,5,5,5,2
136,11,62,99,94,70,61,60,61,60,100,60,61,10,88,1,1,9,2,7,1,3,4,3,3,3,3,2,3
137,20,50,61,50,50,90,10,9,10,69,50,11,50,81,1,5,9,9,5,4,5,5,5,3,4,4,3,4
138,31,90,96,88,50,10,4,59,49,97,43,41,8,95,1,5,1,3,4,3,3,3,3,3,3,3,3,3
139,50,48,45,71,66,0,1,59,67,27,59,54,2,72,1,3,4,3,6,1,2,2,4,1,3,2,1,2
140,1,61,62,58,9,19,3,20,11,81,41,5,35,89,1,3,8,2,7,4,4,4,4,2,4,2,3,5
141,16,50,63,70,45,62,4,79,41,59,49,41,45,49,1,3,4,9,4,2,3,5,4,3,4,3,4,2
142,2,90,86,83,91,61,59,61,64,92,63,79,79,63,1,5,8,9,7,5,5,5,5,4,4,4,4,4
143,100,80,100,70,100,0,100,49,70,100,100,100,79,100,1,1,3,1,1,4,4,4,4,3,5,5,2,1
144,89,57,60,100,100,2,97,2,75,30,81,90,95,51,1,1,8,1,2,3,4,5,5,1,2,4,2,1
145,75,75,75,100,79,20,86,50,67,69,97,50,51,91,1,1,1,9,2,5,5,5,5,5,5,5,5,2
146,7,76,100,76,2,79,4,68,17,99,16,2,2,99,2,5,10,9,6,4,4,4,4,4,4,4,3,3
147,89,95,45,85,79,10,71,46,66,66,56,69,71,85,1,1,8,9,2,5,4,5,5,5,4,5,5,2
148,2,50,45,65,6,48,6,58,51,96,50,3,18,22,1,5,8,9,7,4,4,4,4,5,5,5,3,5
149,3,15,74,9,0,90,0,58,2,72,5,1,10,67,1,2,2,9,7,1,3,2,2,1,3,1,1,3
150,95,60,75,80,50,41,65,1,100,75,60,50,56,75,1,3,11,9,1,1,2,5,5,2,4,4,3,2
151,9,12,50,50,100,84,4,62,70,63,5,100,50,52,1,3,9,9,7,5,5,5,5,4,5,5,5,2
152,0,23,78,0,100,94,40,30,71,90,69,100,0,50,1,3,9,9,7,2,3,1,1,1,3,1,1,3
153,0,1,100,2,70,95,1,100,0,59,50,75,1,66,1,5,4,9,7,1,5,4,4,1,5,3,2,2
154,31,88,92,90,87,20,12,3,29,92,45,9,21,98,1,5,8,9,5,3,4,4,1,3,4,5,2,3
155,1,45,96,21,31,96,0,36,30,84,26,50,33,88,1,2,9,2,7,2,4,4,1,1,4,2,2,4
156,75,66,68,48,61,65,70,51,51,10,42,63,37,81,2,1,11,9,2,3,4,4,4,3,3,3,3,3
157,100,95,85,75,30,1,100,1,95,90,80,2,90,100,1,1,11,1,1,5,5,5,5,3,3,3,4,2
158,0,100,100,100,100,71,0,60,50,67,100,50,66,10,1,3,8,9,7,5,5,5,5,5,5,5,5,3
159,0,92,95,97,1,12,0,1,1,100,50,1,0,5,1,5,11,4,7,5,5,5,5,3,3,4,2,5
160,90,99,100,100,100,1,66,0,100,75,100,100,100,100,1,3,11,9,2,5,5,5,5,4,4,4,4,1
161,1,70,95,60,40,70,1,95,1,100,59,40,15,80,1,5,10,9,7,3,3,4,5,1,2,3,2,4
162,0,100,100,100,59,20,0,100,31,100,59,10,22,75,1,3,4,9,7,3,3,3,3,2,2,2,1,5
163,95,100,100,100,100,60,100,1,90,90,100,100,80,100,1,1,3,1,2,4,4,5,5,4,5,5,5,3
164,90,86,86,71,20,61,85,12,67,100,42,7,10,94,1,1,4,9,2,3,3,4,3,2,3,3,2,2
165,47,48,35,92,1,0,33,41,50,36,1,1,14,48,1,5,11,1,3,3,3,5,5,2,3,5,1,2
166,2,72,92,74,70,41,1,76,41,99,31,51,21,90,1,2,2,3,7,4,4,4,5,3,4,4,1,5
167,0,93,85,94,29,32,0,46,1,97,19,31,13,86,1,4,2,2,7,5,4,5,5,4,4,5,3,4
168,16,60,73,68,51,41,24,20,27,78,50,39,50,70,2,5,11,9,6,5,5,5,5,3,4,4,3,4
169,5,50,50,50,0,0,0,35,55,60,1,15,30,50,1,4,11,3,6,4,5,5,5,4,4,4,2,4
170,78,50,51,49,48,33,41,50,60,40,49,50,48,66,1,3,1,3,2,5,5,5,5,5,5,5,5,3
171,0,9,100,53,0,92,0,96,0,95,10,0,0,46,1,4,4,9,7,1,5,5,1,2,3,2,1,5
172,1,55,51,39,54,90,6,40,5,51,20,7,11,51,1,4,9,9,7,1,2,2,2,1,1,1,1,4
173,91,87,88,85,88,0,75,11,86,91,98,83,73,97,1,1,6,9,2,5,5,5,5,5,5,5,5,2
174,6,100,100,66,0,100,0,100,0,100,50,0,0,100,1,5,9,9,7,1,5,5,1,1,5,5,1,5
175,97,100,55,100,100,0,61,0,100,70,100,100,100,100,1,3,11,1,1,5,5,5,5,5,5,5,5,2
176,3,19,61,30,5,69,1,20,9,49,5,3,6,47,1,5,9,2,7,3,4,3,4,2,4,3,2,3
177,0,51,98,51,50,60,0,41,12,91,51,32,6,70,1,5,3,2,7,3,4,3,5,2,4,3,1,4
178,2,58,68,55,56,84,1,54,65,87,45,22,5,49,1,3,1,9,7,4,4,5,5,2,4,3,1,4
179,25,76,76,74,78,97,12,70,72,96,26,43,65,97,1,3,9,9,6,4,4,4,4,3,4,4,3,3
180,88,80,99,97,100,70,100,50,95,98,61,97,80,97,2,1,9,1,1,3,4,5,5,2,4,3,3,2
181,10,51,79,50,2,66,1,70,10,91,41,1,1,20,1,5,4,9,7,1,3,3,3,1,4,1,1,5
182,23,83,67,38,13,93,13,29,28,45,45,7,8,73,1,2,9,2,7,2,2,2,4,3,3,3,1,4
183,0,10,95,10,0,90,0,60,0,75,2,0,10,15,1,2,3,9,7,1,4,4,4,1,4,4,4,4
184,72,87,54,53,1,0,73,3,86,76,21,4,86,61,1,3,11,9,3,4,5,5,5,3,3,5,4,3
185,39,51,50,51,58,21,9,57,30,35,32,41,18,79,1,3,8,9,6,3,3,5,4,3,4,3,2,3
186,100,75,50,80,75,0,75,0,0,30,95,20,50,99,1,3,10,1,1,4,4,5,5,3,3,4,3,4
187,88,97,70,94,98,1,42,28,99,59,89,79,80,94,1,3,11,9,2,5,5,5,5,4,4,4,4,2
188,3,85,100,91,20,95,6,81,31,99,6,7,41,90,1,5,9,9,7,2,5,5,4,1,4,3,1,3
189,0,50,50,70,50,80,0,99,2,90,21,50,31,41,1,5,4,2,7,4,4,5,4,5,5,5,5,5
190,0,50,0,49,0,2,0,0,2,18,50,0,3,71,1,5,11,4,7,3,2,3,3,5,5,5,4,5
191,79,88,64,91,95,1,88,0,88,55,100,93,95,100,1,3,10,9,1,5,5,5,5,5,3,5,4,2
192,75,100,100,100,100,5,70,5,90,60,90,100,90,90,1,3,11,9,2,5,5,5,5,5,5,5,5,2
193,2,70,72,72,50,68,12,70,5,84,16,50,70,73,1,5,3,2,7,5,5,5,5,5,5,5,5,4
194,11,43,53,43,54,52,24,41,15,43,47,13,43,60,1,1,7,9,7,5,5,5,5,5,5,5,5,2
195,4,50,50,50,50,34,3,98,20,93,50,50,50,51,1,5,4,4,7,5,5,5,5,5,5,5,5,5
196,0,82,91,88,52,71,0,96,0,100,0,20,0,92,1,5,4,2,7,3,2,2,1,4,2,2,1,3
197,1,2,70,2,1,91,0,93,1,91,0,1,0,21,1,5,9,2,7,1,3,1,3,2,4,3,2,5
198,21,52,91,88,61,89,1,88,53,89,14,54,0,88,1,5,9,2,7,4,5,5,3,3,5,5,3,3
199,71,50,50,50,50,0,35,0,100,40,60,50,50,95,1,3,11,1,2,5,5,5,5,5,5,5,5,2
